,mat_data_range,strike,interest,divident,kappa_,rho_,theta_,v_0,ita_,heston_price,checkPrice,condition
9994,356.0,0.7087490994812985,0.024635514690940274,0.00040788319391755763,1.886851791288828,-0.8420865116379899,0.17094274247249236,0.031102445018007487,0.025044534364281237,30.99221595408284,30.992107001893984,1.0
